distrito,zona,lat,lon
PEDREIRA,ZM_a,-23.713505972910884,-46.62043980297714
PEDREIRA,ZM_a,-23.71501171759956,-46.630713291274944
PEDREIRA,ZM_a,-23.710960221489206,-46.6270029195833
PEDREIRA,ZM_a,-23.709251689427674,-46.63199541628431
PEDREIRA,ZM_a,-23.71156682782986,-46.63358671717989
PEDREIRA,ZM_a,-23.71316585041391,-46.631745707179356
PEDREIRA,ZM_a,-23.71669640631974,-46.628564980153726
PEDREIRA,ZM_a,-23.704078059227648,-46.644864801078704
MANDAQUI,ZM_a,-23.452269660238766,-46.644462128881145
MANDAQUI,ZM_a,-23.452185486848396,-46.649937387003654
MANDAQUI,ZM_u,-23.47050571648547,-46.6371587568511
MANDAQUI,ZM_u,-23.479658809035037,-46.64130683431409
AGUA RASA,ZM_u,-23.570184441531808,-46.57759145026443
AGUA RASA,ZM_u,-23.571185155685715,-46.575140785295815
BOM RETIRO,ZEIS_3,-23.521274451931507,-46.63852379424446
BOM RETIRO,ZM_u,-23.522957190014058,-46.63453761350043
BOM RETIRO,ZM_u,-23.51945477629499,-46.64251017549508
ERMELINO MATARAZZO,ZEIS_1,-23.48137079335434,-46.49386897675354
ERMELINO MATARAZZO,ZEIS_1,-23.49499952246791,-46.48749395393509
ERMELINO MATARAZZO,ZEIS_1,-23.496785085833864,-46.46959557485232
ERMELINO MATARAZZO,ZEIS_1,-23.487120727244076,-46.49218458268713
ERMELINO MATARAZZO,ZEIS_1,-23.49124204352096,-46.49888501749054
ERMELINO MATARAZZO,ZEIS_1,-23.488393883804186,-46.4864868723713
ERMELINO MATARAZZO,ZEIS_1,-23.488387351705676,-46.47532799515465
ERMELINO MATARAZZO,ZEIS_1,-23.500927447972277,-46.49318287440714
ERMELINO MATARAZZO,ZEIS_5,-23.48259965872149,-46.481792014615166
ERMELINO MATARAZZO,ZEIS_5,-23.48329245462876,-46.47738107098271
ERMELINO MATARAZZO,ZM_u,-23.503513826504992,-46.484015117780274
SANTO AMARO,ZEMP,-23.65691065192501,-46.70131267524712
SANTO AMARO,ZER_1,-23.638656891966406,-46.685751239877725
SANTO AMARO,ZER_1,-23.635865427015084,-46.68909686271248
SANTO AMARO,ZER_1,-23.649167483456083,-46.67983950776751
SANTO AMARO,ZER_1,-23.640647368789825,-46.6820859806894
SANTO AMARO,ZER_1,-23.639601222502566,-46.6909805717164
SANTO AMARO,ZER_1,-23.634337637974774,-46.68242235804323
SANTO AMARO,ZER_1,-23.64470117252598,-46.6835080836843
SANTO AMARO,ZER_1,-23.648413824776544,-46.68149632686567
SANTO AMARO,ZER_1,-23.644382283715927,-46.68185740870737
SANTO AMARO,ZER_1,-23.644535677725862,-46.68509999082373
SANTO AMARO,ZER_1,-23.644208012733404,-46.68023323803845
SANTO AMARO,ZER_1,-23.65232144166451,-46.69210925127824
SANTO AMARO,ZER_1,-23.645847924410706,-46.69292259434046
SANTO AMARO,ZM_u,-23.624614606866707,-46.70155991908938
SANTO AMARO,ZM_u,-23.642081380132918,-46.7181210729218
SANTO AMARO,ZM_u,-23.642920161109174,-46.72189548079635
SANTO AMARO,ZM_u,-23.634974241393515,-46.716423130377244
SANTO AMARO,ZM_u,-23.628514739723467,-46.71102755527185
SANTO AMARO,ZM_u,-23.627882628702306,-46.69642558351415
SANTO AMARO,ZM_u,-23.62259733605014,-46.69726648971486
SANTO AMARO,ZM_u,-23.63305807805224,-46.7077019606393
VILA MARIANA,ZM_u,-23.589554894516382,-46.6293897834219
VILA MARIANA,ZM_u,-23.58556838000949,-46.62623742317123
BARRA FUNDA,ZM_u,-23.51635009655977,-46.676038628252314
BARRA FUNDA,ZM_u,-23.517645933642044,-46.65753098697598
BARRA FUNDA,ZM_u,-23.524392558826012,-46.663670184942056
BARRA FUNDA,ZM_u,-23.517615984877494,-46.66854048196843
BARRA FUNDA,ZM_u,-23.52202036610982,-46.67659365214091
BARRA FUNDA,ZM_u,-23.519771477523776,-46.65877945619059
BARRA FUNDA,ZM_u,-23.51488699857093,-46.68323945526271
BARRA FUNDA,ZM_u,-23.519482105006485,-46.670805593036995
BARRA FUNDA,ZM_u,-23.517343488283696,-46.66325116181916
BARRA FUNDA,ZM_u,-23.517005494604035,-46.66415216710506
BARRA FUNDA,ZM_u,-23.527281471908704,-46.66979036998913
BARRA FUNDA,ZM_u,-23.52002405155588,-46.68038233040268
BARRA FUNDA,ZM_u,-23.520790136207147,-46.683733142816564
BARRA FUNDA,ZM_u,-23.525274985920216,-46.671316326427295
JARDIM HELENA,ZEIS_1,-23.47594641204616,-46.41754457134488
JARDIM HELENA,ZEIS_1,-23.47489106518957,-46.42866595883584
JARDIM HELENA,ZEIS_1,-23.49150477109852,-46.415616793644304
JARDIM HELENA,ZEIS_1,-23.486166489367243,-46.40674767213105
JARDIM HELENA,ZEIS_1,-23.47527718894674,-46.41250642800976
JARDIM HELENA,ZEIS_1,-23.486113352973792,-46.41262185216065
JARDIM HELENA,ZEIS_1,-23.49078602463267,-46.39597827112067
JARDIM HELENA,ZEIS_1,-23.480987337851015,-46.385541058283785
JARDIM HELENA,ZEIS_1,-23.478278265104812,-46.38551275589389
JARDIM HELENA,ZEIS_2,-23.478293830199615,-46.38146034243083
SANTA CECILIA,ZEIS_3,-23.527135144579738,-46.657249784571334
VILA MATILDE,ZEIS_2,-23.55070369626991,-46.518661387039224
VILA MATILDE,ZM_u,-23.52975318030117,-46.50315640373305
VILA MATILDE,ZM_u,-23.544104093662604,-46.525349409826326
PERUS,ZEIS_1,-23.41384784397094,-46.75011923309372
PERUS,ZEIS_1,-23.41658932875214,-46.747219800496296
PERUS,ZEIS_1,-23.38963980217624,-46.73481202883183
PERUS,ZEIS_1,-23.407659012988525,-46.74283799055107
PERUS,ZEIS_1,-23.4048458030992,-46.761150438018795
PERUS,ZEIS_1,-23.419739651544212,-46.71596556215497
PERUS,ZEIS_1,-23.39731310948974,-46.75174534139108
PERUS,ZEIS_2,-23.39023420545799,-46.73582466100906
PERUS,ZEIS_2,-23.40328566205163,-46.74125190032291
PERUS,ZEIS_2,-23.41973886290872,-46.74816131479083
PERUS,ZEIS_2,-23.40288554904921,-46.75782026373463
PERUS,ZEIS_2,-23.401645611690117,-46.7649273166749
PERUS,ZEIS_2,-23.399619429737392,-46.722099006994746
PERUS,ZMIS_u,-23.399787991004988,-46.74310455273915
PERUS,ZM_a,-23.430296872928817,-46.755815485817486
PERUS,ZM_a,-23.394272193176267,-46.73160753873869
PERUS,ZM_a,-23.400175236566895,-46.72936906154951
PERUS,ZM_a,-23.399584105845545,-46.731870305540745
PERUS,ZM_a,-23.398331465962556,-46.737546946932575
PERUS,ZM_a,-23.396721016536993,-46.722679633041736
PERUS,ZM_a,-23.39563522149163,-46.739726887334626
PERUS,ZM_u,-23.411191273618808,-46.737413089748294
PERUS,ZM_u,-23.407791480393957,-46.738664922110274
PERUS,ZM_u,-23.400309681522025,-46.75656386147786
PERUS,ZM_u,-23.400516992950333,-46.72828833973729
ARTUR ALVIM,ZEIS_1,-23.527399549534024,-46.481856845697195
ARTUR ALVIM,ZEIS_1,-23.546958744076207,-46.486129415148746
ARTUR ALVIM,ZM_u,-23.550457416521184,-46.485731215017374
ARTUR ALVIM,ZM_u,-23.545997559402927,-46.47736452924169
CAMPO BELO,ZM_u,-23.635924261461604,-46.66594396081416
JABAQUARA,ZEIS_1,-23.66369265913036,-46.656410458475236
JABAQUARA,ZEIS_1,-23.663493151423243,-46.647945219398224
JABAQUARA,ZEIS_1,-23.67187247514819,-46.63359879869866
JABAQUARA,ZEIS_1,-23.667193571939567,-46.64133047321718
JABAQUARA,ZEIS_1,-23.67048642933389,-46.63949335687111
JABAQUARA,ZEIS_1,-23.666580719941283,-46.64617157745567
JABAQUARA,ZEIS_3,-23.66696772779047,-46.63465215313359
JABAQUARA,ZM_u,-23.66473759308866,-46.629973940310684
JABAQUARA,ZM_u,-23.641770580173564,-46.66003999167781
JARDIM ANGELA,ZEIS_1,-23.69957989718343,-46.78926785854049
JARDIM ANGELA,ZEIS_1,-23.696837400458307,-46.79217216515036
JARDIM ANGELA,ZEIS_1,-23.696803313028877,-46.795113395044716
JARDIM ANGELA,ZEIS_1,-23.68050937397381,-46.753002372775136
JARDIM ANGELA,ZEIS_1,-23.728448486566755,-46.7804693844416
JARDIM ANGELA,ZEIS_1,-23.726292861565167,-46.76857265920004
JARDIM ANGELA,ZEIS_1,-23.72104339812374,-46.75379045314247
JARDIM ANGELA,ZEIS_1,-23.729102059317498,-46.759783213135755
JARDIM ANGELA,ZEIS_1,-23.72361799338755,-46.76559423823068
JARDIM ANGELA,ZEIS_1,-23.72913551828782,-46.756841202456066
JARDIM ANGELA,ZEIS_1,-23.723685061939484,-46.75971047602103
JARDIM ANGELA,ZEIS_1,-23.736272844442446,-46.787938935849006
JARDIM ANGELA,ZEIS_1,-23.73359839005371,-46.78495990433853
JARDIM ANGELA,ZEIS_1,-23.736408525703816,-46.776170396073205
JARDIM ANGELA,ZEIS_1,-23.701097428454464,-46.786610603800504
JARDIM ANGELA,ZEIS_1,-23.748304777311148,-46.77703026131856
JARDIM ANGELA,ZEIS_1,-23.751570414059966,-46.77472806111531
JARDIM ANGELA,ZEIS_1,-23.694998698518024,-46.77806036382268
JARDIM ANGELA,ZEIS_1,-23.711794631134993,-46.77715678211817
JARDIM ANGELA,ZEIS_1,-23.71586601305214,-46.78050801155651
JARDIM ANGELA,ZEIS_1,-23.683794007128135,-46.7639230963749
JARDIM ANGELA,ZEIS_1,-23.683760473740044,-46.76686407941553
JARDIM ANGELA,ZEIS_1,-23.736264856619027,-46.79206219370391
JARDIM ANGELA,ZEIS_1,-23.73359048678516,-46.78908308380727
JARDIM ANGELA,ZEIS_1,-23.68753132664579,-46.779805120644866
JARDIM ANGELA,ZEIS_1,-23.687463590866567,-46.78568719788344
JARDIM ANGELA,ZEIS_1,-23.687565110820877,-46.77686407381539
JARDIM ANGELA,ZEIS_1,-23.685496570532212,-46.758309596049564
JARDIM ANGELA,ZEIS_1,-23.69091894967266,-46.767981048491365
JARDIM ANGELA,ZEIS_1,-23.69816074149577,-46.76033804686539
JARDIM ANGELA,ZEIS_1,-23.70083576002844,-46.763315752878455
JARDIM ANGELA,ZEIS_1,-23.731525118091227,-46.77292568559083
JARDIM ANGELA,ZEIS_2,-23.672952499911762,-46.761186532167635
JARDIM ANGELA,ZEIS_4,-23.69638139848048,-46.764689086255935
JARDIM ANGELA,ZEIS_4,-23.69553491004489,-46.770458263188786
JARDIM ANGELA,ZEIS_4,-23.701713230568153,-46.78714025418042
JARDIM ANGELA,ZEIS_4,-23.70948686355989,-46.78403211943619
JARDIM ANGELA,ZEIS_4,-23.731795149917,-46.7790369014674
JARDIM ANGELA,ZEIS_4,-23.706924356891612,-46.77268111586356
JARDIM ANGELA,ZEIS_4,-23.694709486537775,-46.769284767094454
JARDIM ANGELA,ZEIS_4,-23.732463671021414,-46.76906746287329
JARDIM ANGELA,ZM_a,-23.699657331576894,-46.77585615681223
JARDIM ANGELA,ZM_a,-23.704961442240826,-46.78864933120094
BRAS,ZEIS_3,-23.54492897787185,-46.61203888538793
PARQUE DO CARMO,ZEIS_1,-23.58408142685725,-46.450058822363566
PARQUE DO CARMO,ZEIS_1,-23.57768264041227,-46.48514302225227
PARQUE DO CARMO,ZEIS_1,-23.56130253652242,-46.47227741604792
PARQUE DO CARMO,ZEIS_1,-23.575654625634392,-46.45180949777255
PARQUE DO CARMO,ZEIS_5,-23.563870042277536,-46.464808282455905
PARQUE DO CARMO,ZM_a,-23.58432749204875,-46.47788816586337
PARQUE DO CARMO,ZM_a,-23.5964726253438,-46.46139996264256
JACANA,ZEIS_1,-23.456534760873343,-46.57914046942068
JACANA,ZEIS_1,-23.462798326238453,-46.57058201505454
JACANA,ZEIS_1,-23.44139759709136,-46.56757074601401
JACANA,ZEIS_1,-23.448517428020423,-46.57401699884163
JACANA,ZM_u,-23.465757510975624,-46.58112393194374
JACANA,ZM_u,-23.46385028631742,-46.58801841540439
SOCORRO,ZM_a,-23.688302274566762,-46.706473137939504
SOCORRO,ZM_a,-23.687857896820084,-46.70911566224191
PARI,ZM_u,-23.527262355895342,-46.62241182791393
PARI,ZM_u,-23.520904871418583,-46.622207233090954
MARSILAC,ZEIS_1,-23.88335974244607,-46.74062785396781
MARSILAC,ZEIS_1,-23.87812575924115,-46.738598645631306
MARSILAC,ZEIS_1,-23.870503868809077,-46.768185884205145
MARSILAC,ZM_a,-23.909364700308824,-46.70505936461922
SE,ZEIS_3,-23.552263409860423,-46.62822079127409
TUCURUVI,ZER_1,-23.465756305235665,-46.612701769024646
